province,district,crop_livestock,hazard,vc_stage,impact,freq,severity,percentage
Sindh,Kashmore,Wheat,Heat stress,2. On-farm,Need to use more 1.Inputs,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,2. On-farm,Poor animal nutrition,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,2. On-farm,Reduced water availability,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,2. On-farm,Trouble accessing hired labour,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,"3. Harvesting, storage & processing",Low quality produce for processing,2,Text here,2
Sindh,Kashmore,Wheat,Heat stress,"3. Harvesting, storage & processing",Processing delayed/disrupted,2,Text here,2
Sindh,Kashmore,Wheat,Heat stress,"3. Harvesting, storage & processing",Difficulty procuring materials for processing,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,"3. Harvesting, storage & processing",Increase in post-harvest losses,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,"3. Harvesting, storage & processing",Increase in transportation costs,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,4. Marketing,Lower quality produce/ doesn’t meet standards,2,Text here,2
Sindh,Kashmore,Wheat,Heat stress,4. Marketing,Reduced access to market information,2,Text here,2
Sindh,Kashmore,Wheat,Heat stress,4. Marketing,High costs to reach markets,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,4. Marketing,Low level of value addition,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,4. Marketing,Products fetch low prices due to poor quality,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,4. Marketing,Unable to fulfill orders,1,Text here,1
Sindh,Kashmore,Wheat,Heat stress,4. Marketing,Unable to grow crops demanded by the market,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),1.Input ,Increased price of 1.Inputs,2,Text here,2
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),1.Input ,Poor quality seed,2,Text here,2
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",2,Text here,2
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),1.Input ,Farmers unable to repay loans,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),1.Input ,Reduced access to extension services,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),1.Input ,Reduced demand for service providers,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Cant work in the field,2,Text here,2
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Crops/livestock die or are damaged causing low yields,2,Text here,2
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Damage to irrigation system,2,Text here,2
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Extra labour & costs in land preparation,2,Text here,2
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Loss of on-farm income,2,Text here,2
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Animal breeding cycles impacted,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Crops don't germinate,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Erosion of topsoil,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),2. On-farm,High incidence of pest and disease outbreaks,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Increased vaccination & deworming,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),2. On-farm,1.Inputs washed away/leeching,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Loss of alternative income sources,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),2. On-farm,More weeds,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Need to use more 1.Inputs,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Poor animal nutrition,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),2. On-farm,Trouble accessing hired labour,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Damage to storage facilities,2,Text here,2
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Increase in post-harvest losses,2,Text here,2
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Increased storage costs,2,Text here,2
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Low quality produce for processing,2,Text here,2
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,2,Text here,2
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Processing delayed/disrupted,2,Text here,2
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Difficulty procuring materials for processing,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Difficulty transporting live animals,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Farm to market roads damaged,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),"3. Harvesting, storage & processing",Increase in transportation costs,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),4. Marketing,Farm to market roads damaged,2,Text here,2
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),4. Marketing,Low level of value addition,2,Text here,2
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),4. Marketing,Reduced access to market information,2,Text here,2
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),4. Marketing,Unable to grow crops demanded by the market,2,Text here,2
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),4. Marketing,High costs to reach markets,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),4. Marketing,Increased buying prices for produce,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),4. Marketing,Lower quality produce/ doesn’t meet standards,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),4. Marketing,Products fetch low prices due to poor quality,1,Text here,1
Sindh,Kashmore,Wheat,Heavy rain / Flooding (Flash or Riverine),4. Marketing,Unable to fulfill orders,1,Text here,1
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),1.Input ,Farmers unable to repay loans,6,Text here,6
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),1.Input ,Poor quality seed,6,Text here,6
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),1.Input ,Increased price of 1.Inputs,5,Text here,5
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),1.Input ,Excess demand for new/improved/tolerant varieties,4,Text here,4
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),1.Input ,Reduced access to extension services,3,Text here,3
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),1.Input ,Reduced demand for service providers,3,Text here,3
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),1.Input ,Damage to nurseries/1.Input store,1,Text here,1
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),1.Input ,Increase in the number of insurance claims,1,Text here,1
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),1.Input ,Reduced sales of 1.Inputs,1,Text here,1
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),1.Input ,"Unmet demand for service providers (labour, machinery)",1,Text here,1
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),2. On-farm,Loss of alternative income sources,7,Text here,7
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),2. On-farm,Loss of on-farm income,7,Text here,7
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),2. On-farm,Need to use more 1.Inputs,5,Text here,5
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),2. On-farm,Crops/livestock die or are damaged causing low yields,4,Text here,4
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),2. On-farm,High incidence of pest and disease outbreaks,4,Text here,4
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),2. On-farm,Animal breeding cycles impacted,3,Text here,3
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),2. On-farm,Cant work in the field,3,Text here,3
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),2. On-farm,Crops don't germinate,3,Text here,3
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",3,Text here,3
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),2. On-farm,Poor animal nutrition,3,Text here,3
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),2. On-farm,Erosion of topsoil,2,Text here,2
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),2. On-farm,Extra labour & costs in land preparation,2,Text here,2
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),2. On-farm,Increased vaccination & deworming,1,Text here,1
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),2. On-farm,Trouble accessing hired labour,1,Text here,1
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increase in post-harvest losses,6,Text here,6
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Low quality produce for processing,4,Text here,4
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,4,Text here,4
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Processing delayed/disrupted,4,Text here,4
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Difficulty procuring materials for processing,3,Text here,3
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increase in transportation costs,3,Text here,3
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Damage to storage facilities,2,Text here,2
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increased storage costs,2,Text here,2
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Difficulty slaughtering,1,Text here,1
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Difficulty transporting live animals,1,Text here,1
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),4. Marketing,Lower quality produce/ doesn’t meet standards,7,Text here,7
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),4. Marketing,Unable to fulfill orders,7,Text here,7
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),4. Marketing,Products fetch low prices due to poor quality,6,Text here,6
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),4. Marketing,Low level of value addition,5,Text here,5
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),4. Marketing,Reduced access to market information,3,Text here,3
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),4. Marketing,Unable to grow crops demanded by the market,3,Text here,3
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),4. Marketing,Unpredictability of supply,3,Text here,3
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),4. Marketing,Increased buying prices for produce,2,Text here,2
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Disease outbreak (Plant & Livestock),4. Marketing,High costs to reach markets,1,Text here,1
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,1.Input ,Farmers unable to repay loans,8,Text here,8
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,1.Input ,Poor quality seed,8,Text here,8
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,1.Input ,Excess demand for new/improved/tolerant varieties,5,Text here,5
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,1.Input ,Increased price of 1.Inputs,5,Text here,5
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,1.Input ,Increased demand for irrigation infrastructure materials,4,Text here,4
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,1.Input ,Difficulty accessing loans (banks not ending),3,Text here,3
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,1.Input ,Reduced sales of 1.Inputs,3,Text here,3
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,1.Input ,Reduced access to extension services,2,Text here,2
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,1.Input ,Reduced demand for service providers,2,Text here,2
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,1.Input ,Damage to nurseries/1.Input store,1,Text here,1
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",1,Text here,1
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,2. On-farm,Loss of on-farm income,10,Text here,10
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,2. On-farm,Loss of alternative income sources,9,Text here,9
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,2. On-farm,Crops don't germinate,6,Text here,6
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,2. On-farm,Reduced water availability,6,Text here,6
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,2. On-farm,Crops/livestock die or are damaged causing low yields,5,Text here,5
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",5,Text here,5
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,2. On-farm,High incidence of pest and disease outbreaks,5,Text here,5
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,2. On-farm,Animal breeding cycles impacted,4,Text here,4
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,2. On-farm,Cant work in the field,4,Text here,4
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,2. On-farm,Erosion of topsoil,4,Text here,4
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,2. On-farm,Poor animal nutrition,3,Text here,3
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,2. On-farm,Damage to irrigation system,2,Text here,2
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",2,Text here,2
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,2. On-farm,Extra labour & costs in land preparation,1,Text here,1
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,2. On-farm,Increased vaccination & deworming,1,Text here,1
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,2. On-farm,More weeds,1,Text here,1
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,2. On-farm,Trouble accessing hired labour,1,Text here,1
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,"3. Harvesting, storage & processing",Increase in post-harvest losses,10,Text here,10
Sindh,Tharparkar,"Beans (Mung, cluster and guar)",Drought - Low rainfall,"3. Harvesting, storage & processing",Low quality produce for processing,9,Text here,9
